Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
BMW 650ci	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	14	20	16	20.8973	4	no
BMW 650ci	4.8	(8 cyl)	Man-6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	14	21	16	20.8142	4	no
BMW 650ci	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	15	23	18	23.3908	5	no
BMW 650ci	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	14	20	16	20.8973	4	no
BMW 650ci	4.8	(8 cyl)	Man-6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	14	21	16	20.8142	4	no
BMW 650ci	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	15	23	18	23.3908	5	no
BMW 650ci Convertible	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	13	19	15	19.8355	3	no
BMW 650ci Convertible	4.8	(8 cyl)	Man-6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	13	20	15	19.8615	3	no
BMW 650ci Convertible	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	small car	7	N/A	15	23	18	23.1443	5	no
BMW 650ci Convertible	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	13	19	15	19.8355	3	no
BMW 650ci Convertible	4.8	(8 cyl)	Man-6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	13	20	15	19.8615	3	no
BMW 650ci Convertible	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	small car	6	N/A	15	23	18	23.1443	5	no
BMW 750i	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	large car	7	N/A	15	23	18	23.1443	5	no
BMW 750i	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	large car	6	N/A	15	23	18	23.1443	5	no
BMW 750li	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV04.8UL2	large car	7	N/A	15	23	18	23.1443	5	no
BMW 750li	4.8	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV04.8UL2	large car	6	N/A	15	23	18	23.1443	5	no
BMW 760i	6	(12 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6BMXV06.0N73	large car	2	N/A	13	21	16	20.202	4	no
BMW 760i	6	(12 cyl)	Auto-S6	2WD	Gasoline	CA	LEV	6BMXV06.0N73	large car	2	N/A	13	21	16	20.202	4	no
BMW 760li	6	(12 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6BMXV06.0N73	large car	2	N/A	13	21	16	20.202	4	no
BMW 760li	6	(12 cyl)	Auto-S6	2WD	Gasoline	CA	LEV	6BMXV06.0N73	large car	2	N/A	13	21	16	20.202	4	no
BMW M3	3.2	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6BMXV03.2S54	small car	2	N/A	14	22	17	22.0718	4	no
BMW M3	3.2	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6BMXV03.2S54	small car	2	N/A	15	21	17	22.1167	4	no
BMW M3	3.2	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6BMXV03.2S54	small car	2	N/A	14	22	17	22.0718	4	no
BMW M3	3.2	(6 cyl)	Auto-S6	2WD	Gasoline	CA	LEV	6BMXV03.2S54	small car	2	N/A	15	21	17	22.1167	4	no
BMW M3 Convertible	3.2	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6BMXV03.2S54	small car	2	N/A	14	20	16	21.2583	4	no
BMW M3 Convertible	3.2	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6BMXV03.2S54	small car	2	N/A	14	21	17	21.4314	4	no
BMW M3 Convertible	3.2	(6 cyl)	Auto-S6	2WD	Gasoline	CA	LEV	6BMXV03.2S54	small car	2	N/A	14	20	16	21.2583	4	no
BMW M3 Convertible	3.2	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6BMXV03.2S54	small car	2	N/A	14	21	17	21.4314	4	no
BMW M5	5	(10 cyl)	Auto-S7	2WD	Gasoline	FA	B5	6BMXV05.0S85	midsize car	6	N/A	11	17	13	16.3555	1	no
BMW M5	5	(10 cyl)	Auto-S7	2WD	Gasoline	CA	L2	6BMXV05.0S85	midsize car	6	N/A	11	17	13	16.3555	1	no
BMW M6	5	(10 cyl)	Auto-S7	2WD	Gasoline	FA	B5	6BMXV05.0S85	small car	6	N/A	11	17	13	16.3555	1	no
BMW M6	5	(10 cyl)	Auto-S7	2WD	Gasoline	CA	L2	6BMXV05.0S85	small car	6	N/A	11	17	13	16.3555	1	no
BMW X3	3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	U2	6BMXB03.0UL2	SUV	7	N/A	14	21	17	21.6572	4	no
BMW X3	3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6BMXB03.0UL2	SUV	6	N/A	14	21	17	21.6572	4	no
BMW X3	3	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6BMXT03.0E83	SUV	2	N/A	15	23	18	23.1546	5	no
BMW X3	3	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6BMXT03.0E83	SUV	1	N/A	15	23	18	23.1546	5	no
BMW X5	3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B8	6BMXT03.0E53	SUV	3	N/A	14	19	16	20.7114	4	no
BMW X5	3	(6 cyl)	Man-6	4WD	Gasoline	FA	B10	6BMXT03.0E5R	SUV	1	N/A	13	20	16	20.016	4	no
BMW X5	3	(6 cyl)	Man-6	4WD	Gasoline	CA	ULEV	6BMXT03.0E5R	SUV	1	N/A	13	20	16	20.016	4	no
BMW X5	3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	ULEV	6BMXT03.0E53	SUV	1	N/A	14	19	16	20.7114	4	no
BMW X5	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B10	6BMXT04.8N62	SUV	1	N/A	14	20	16	21.2112	4	no
BMW X5	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6BMXT04.8N62	SUV	1	N/A	14	20	16	21.2112	4	no
BMW X5	4.8	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B10	6BMXT04.8N62	SUV	1	N/A	14	20	16	21.1317	4	no
BMW X5	4.8	(8 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6BMXT04.8N62	SUV	1	N/A	14	20	16	21.1317	4	no
BMW Z4	3	(6 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6BMXV03.0N52	small car	7	N/A	18	27	21	27.7593	6	yes
BMW Z4	3	(6 cyl)	Man-6	2WD	Gasoline	CA	U2	6BMXV03.0N52	small car	7	N/A	18	28	21	27.647	6	yes
BMW Z4	3	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6BMXV03.0N52	small car	6	N/A	18	27	21	27.7593	6	no
BMW Z4	3	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6BMXV03.0N52	small car	6	N/A	18	28	21	27.647	6	no
BUGATTI Veyron	8	(16 cyl)	Auto-S6	4WD	Gasoline	FA	B9	6BGTV08.0V16	small car	2	N/A	8	14	10	12.1477	0	no
BUGATTI Veyron	8	(16 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6BGTV08.0V16	small car	2	N/A	8	14	10	12.1477	0	no
BUICK Allure	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	CA	SLEV	6GMXV03.8044	midsize car	9.5	N/A	17	28	21	27.239	6	yes
BUICK Allure	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV03.9048	midsize car	6	N/A	17	28	21	27.239	6	no
BUICK Allure	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV03.9048	midsize car	6	N/A	17	28	21	27.239	6	no
BUICK Allure	3.6	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXV03.9041	midsize car	3	N/A	17	25	20	25.5937	6	no
BUICK LaCrosse	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	CA	SLEV	6GMXV03.8044	midsize car	9.5	N/A	17	28	21	27.239	6	yes
BUICK LaCrosse	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV03.9048	midsize car	6	N/A	17	28	21	27.239	6	no
BUICK LaCrosse	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV03.9048	midsize car	6	N/A	17	28	21	27.239	6	no
BUICK LaCrosse	3.6	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXV03.9041	midsize car	3	N/A	17	25	20	25.5937	6	no
BUICK Lucerne	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B4	6GMXV04.6066	large car	7	N/A	15	23	18	23.1788	5	no
BUICK Lucerne	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV03.9048	large car	6	N/A	17	26	20	25.9146	6	no
BUICK Lucerne	3.8	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV03.9048	large car	6	N/A	17	26	20	25.9146	6	no
BUICK Lucerne	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV04.6065	large car	6	N/A	15	23	18	23.1788	5	no
BUICK Rainier	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B4	6GMXT04.2186	SUV	7	N/A	14	20	16	21.1321	4	no
BUICK Rainier	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FC	B4	6GMXT04.2186	SUV	7	N/A	14	20	16	20.5816	4	no
BUICK Rainier	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXT04.2185	SUV	6	N/A	14	20	16	21.1321	4	no
BUICK Rainier	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXT04.2185	SUV	6	N/A	14	20	16	20.5816	4	no
BUICK Rainier	5.3	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT06.0387	SUV	3	N/A	14	20	17	21.2881	4	no
BUICK Rainier	5.3	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT06.0387	SUV	3	N/A	14	20	16	20.4511	4	no
BUICK Rendezvous	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXB03.9146	SUV	6	N/A	17	23	19	24.8733	5	no
BUICK Rendezvous	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXB03.9146	SUV	6	N/A	16	21	18	23.0645	5	no
BUICK Rendezvous	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXB03.9146	SUV	6	N/A	17	23	19	24.8733	5	no
BUICK Rendezvous	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6GMXB03.9146	SUV	6	N/A	16	21	18	23.0645	5	no
BUICK Rendezvous	3.6	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B9	6GMXT03.6143	SUV	2	N/A	16	25	19	24.6418	5	no
BUICK Rendezvous	3.6	(6 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6GMXT03.6143	SUV	2	N/A	16	23	19	24.3464	5	no
BUICK Terraza	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	16	23	19	24.2043	5	no
BUICK Terraza	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	15	21	17	22.4126	4	no
BUICK Terraza	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	16	23	19	24.2043	5	no
BUICK Terraza	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	15	21	17	22.4126	4	no
BUICK Terraza	3.9	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	16	23	19	24.1055	5	no
BUICK Terraza	3.9	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	16	23	19	24.1055	5	no
CADILLAC CTS	2.8	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	15	25	19	23.987	5	no
CADILLAC CTS	2.8	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	16	24	19	24.5721	5	no
CADILLAC CTS	2.8	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	15	25	19	23.987	5	no
CADILLAC CTS	2.8	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	16	24	19	24.5721	5	no
CADILLAC CTS	3.6	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	15	24	18	23.2536	5	no
CADILLAC CTS	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	16	25	19	24.4183	5	no
CADILLAC CTS	3.6	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	15	24	18	23.2536	5	no
CADILLAC CTS	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	16	25	19	24.4183	5	no
CADILLAC CTS	6	(8 cyl)	Man-6	2WD	Gasoline	FC	B8	6GMXV06.0081	midsize car	3	N/A	14	23	17	22.2222	4	no
CADILLAC DTS	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B4	6GMXV04.6066	large car	7	N/A	15	22	18	22.9503	5	no
CADILLAC DTS	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV04.6065	large car	6	N/A	15	22	18	22.9503	5	no
CADILLAC Escalade	6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT06.2390	SUV	3	N/A	13	17	14	18.3618	2	no
CADILLAC Escalade	6	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT06.2390	SUV	3	N/A	12	16	13	17.1388	1	no
CADILLAC Limousine	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV04.6065	large car	6	N/A	12	18	14	18.4705	2	no
CADILLAC SRX	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6GMXB03.6149	SUV	6	N/A	15	21	17	21.8262	4	no
CADILLAC SRX	3.6	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6GMXB03.6149	SUV	6	N/A	14	20	16	20.911	4	no
CADILLAC SRX	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6GMXB03.6149	SUV	6	N/A	15	21	17	21.8262	4	no
CADILLAC SRX	3.6	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6GMXB03.6149	SUV	6	N/A	14	20	16	20.911	4	no
CADILLAC SRX	4.6	(8 cyl)	Auto-S5	2WD	Gasoline	FC	B9	6GMXT04.6161	SUV	2	N/A	13	20	16	20.2036	4	no
CADILLAC SRX	4.6	(8 cyl)	Auto-S5	4WD	Gasoline	FC	B9	6GMXT04.6161	SUV	2	N/A	13	19	15	19.4172	3	no
CADILLAC STS	3.6	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	15	23	18	23.084	5	no
CADILLAC STS	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6GMXB03.6149	midsize car	6	N/A	16	25	19	24.4183	5	no
CADILLAC STS	3.6	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	15	23	18	23.084	5	no
CADILLAC STS	3.6	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6GMXB03.6149	midsize car	6	N/A	16	25	19	24.4183	5	no
CADILLAC STS	4.4	(8 cyl)	Auto-S6	2WD	Gasoline	FC	B8	6GMXV04.4068	midsize car	3	N/A	12	19	14	18.5044	2	no
CADILLAC STS	4.6	(8 cyl)	Auto-S5	4WD	Gasoline	FA	B9	6GMXV04.6067	midsize car	2	N/A	14	21	17	21.7238	4	no
CADILLAC STS	4.6	(8 cyl)	Auto-S5	2WD	Gasoline	FA	B9	6GMXV04.6067	midsize car	2	N/A	15	24	18	23.1003	5	no
CADILLAC STS	4.6	(8 cyl)	Auto-S5	4WD	Gasoline	CA	LEV	6GMXV04.6067	midsize car	2	N/A	14	21	17	21.7238	4	no
CADILLAC STS	4.6	(8 cyl)	Auto-S5	2WD	Gasoline	CA	LEV	6GMXV04.6067	midsize car	2	N/A	15	24	18	23.1003	5	no
CADILLAC XLR	4.4	(8 cyl)	Auto-S6	2WD	Gasoline	FC	B8	6GMXV04.4068	small car	3	N/A	13	20	16	20.0978	4	no
CADILLAC XLR	4.6	(8 cyl)	Auto-S5	2WD	Gasoline	FA	B9	6GMXV04.6067	small car	2	N/A	15	23	18	22.6825	5	no
CADILLAC XLR	4.6	(8 cyl)	Auto-S5	2WD	Gasoline	CA	LEV	6GMXV04.6067	small car	2	N/A	15	23	18	22.6825	5	no
CHEVROLET Avalanche 1500	5.3	(8 cyl)	Auto-L4	2WD	ethanol/gas	FC	B8	6GMXT05.3375	SUV	3/3	N/A	10/13	13/17	11/14	13.9645	5/2	no
CHEVROLET Avalanche 1500	5.3	(8 cyl)	Auto-L4	4WD	ethanol/gas	FC	B8	6GMXT05.3375	SUV	3/3	N/A	10/13	13/17	11/14	13.8824	5/2	no
CHEVROLET Avalanche 2500	8.1			4WD	Gasoline	FA	B11	6GMXT08.1201	SUV	0	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Avalanche 2500	8.1			4WD	Gasoline	CA	LEV	6GMXT08.1201	SUV	0	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Aveo 5	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	21	31	25	32.6016	7	yes
CHEVROLET Aveo 5	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	22	32	26	34.1845	8	yes
CHEVROLET Aveo 5	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	21	31	25	32.6016	7	yes
CHEVROLET Aveo 5	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	22	32	26	34.1845	8	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	SLEV	6GMXV02.2030	small car	9.5	N/A	21	29	24	31.6717	7	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Man-5	2WD	Gasoline	CA	SLEV	6GMXV02.2030	small car	9.5	N/A	22	31	25	33.1966	7	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	21	29	24	31.6717	7	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	22	31	25	33.1966	7	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	21	29	24	31.6717	7	yes
CHEVROLET Cobalt	2.2	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	22	31	25	33.1966	7	yes
CHEVROLET Cobalt	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	21	29	24	31.6518	7	yes
CHEVROLET Cobalt	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	22	31	25	33.3736	7	yes
CHEVROLET Cobalt	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	21	29	24	31.6518	7	yes
CHEVROLET Cobalt	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	22	31	25	33.3736	7	yes
CHEVROLET Cobalt	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.0018	small car	3	N/A	20	27	23	30.1	7	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	15	22	17	22.5962	4	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	15	22	18	22.7648	5	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7099	6	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7826	6	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	15	21	17	21.716	4	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	16	21	18	23.2664	5	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	15	22	17	22.5962	4	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	15	22	18	22.7648	5	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7099	6	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7826	6	no
CHEVROLET Colorado	2.8	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	15	21	17	21.716	4	no
CHEVROLET Colorado	2.8	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	16	21	18	23.2664	5	no
CHEVROLET Colorado	3.5	(5 cyl)	Man-5	2WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	15	20	17	22.1094	4	no
CHEVROLET Colorado	3.5	(5 cyl)	Auto-L4	2WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	15	21	17	22.1233	4	no
CHEVROLET Colorado	3.5	(5 cyl)	Auto-L4	2WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	17	22	19	24.4342	5	no
CHEVROLET Colorado	3.5	(5 cyl)	Auto-L4	2WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	17	22	19	24.5123	5	no
CHEVROLET Colorado	3.5	(5 cyl)	Man-5	2WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	17	23	19	25.1651	5	no
CHEVROLET Colorado	3.5	(5 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	16	20	18	22.8499	5	no
CHEVROLET Colorado	3.5	(5 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	16	21	17	22.6082	4	no
CHEVROLET Colorado	3.5	(5 cyl)	Man-5	4WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	17	22	19	24.1236	5	no
CHEVROLET Corvette	6	(8 cyl)	Auto-S6	2WD	Gasoline	FC	B8	6GMXV06.0081	small car	3	N/A	15	25	19	23.8544	5	no
CHEVROLET Corvette	6	(8 cyl)	Man-6	2WD	Gasoline	FC	B8	6GMXV06.0081	small car	3	N/A	16	26	19	24.9125	5	no
CHEVROLET Corvette	7	(8 cyl)	Man-6	2WD	Gasoline	FC	B8	6GMXV07.0085	small car	3	N/A	15	24	18	23.0163	5	no
CHEVROLET Epica	2.5	(6 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV02.5D04	midsize car	7	N/A	17	25	20	26.1761	6	yes
CHEVROLET Epica	2.5	(6 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV02.5D04	midsize car	6	N/A	17	25	20	26.1761	6	no
CHEVROLET Equinox	3.4	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6GMXB03.9146	SUV	6	N/A	17	22	19	24.3503	5	no
CHEVROLET Equinox	3.4	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6GMXB03.9146	SUV	6	N/A	16	21	18	23.3859	5	no
CHEVROLET Equinox	3.4	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6GMXB03.9146	SUV	6	N/A	17	22	19	24.3503	5	no
CHEVROLET Equinox	3.4	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6GMXB03.9146	SUV	6	N/A	16	21	18	23.3859	5	no
CHEVROLET Express 1500	5.3	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT05.3379	van	3	N/A	13	17	14	18.2292	2	no
CHEVROLET Express 1500	5.3	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT05.3379	van	3	N/A	13	17	14	18.6127	2	no
CHEVROLET Express 1500	4.3	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B10	6GMXT04.3184	van	1	N/A	13	18	15	19.4738	3	no
CHEVROLET Express 1500	4.3	(6 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6GMXT04.3184	van	1	N/A	13	18	15	19.4738	3	no
CHEVROLET Express 1500/2500	6				CNG/gas	FA	HDV	6BYTK06.0623	van	0/0	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 2500	5.3	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT05.3379	van	3	N/A	13	17	14	18.6127	2	no
CHEVROLET Express 2500	4.3	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B10	6GMXT04.3184	van	1	N/A	13	18	15	19.4738	3	no
CHEVROLET Express 2500	4.3	(6 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6GMXT04.3184	van	1	N/A	13	18	15	19.4738	3	no
CHEVROLET Express 3500	6				Gasoline	CA	U2	6GMXT06.0389	van	3	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	4.8				Gasoline	CA	L2	6GMXT04.8372	van	2	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	4.8				Gasoline	FA	HDV	6GMXK06.0396	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	6				Gasoline	FA	HDV	6GMXK06.0396	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	4.8				Gasoline	FA	B11	6GMXT04.8372	van	0	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	4.8				Gasoline	FA	B11	6GMXT06.0391	van	0	N/A	N/A	N/A	N/A	N/A	N/A	no
CHEVROLET Express 3500	6				Gasoline	FA	B11	6GMXT06.0389	van	0	N/A	N/A	N/A	N/A	N/A	N/A	no
